"","MSZoning","Street","LandContour","LotConfig","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","Foundation","Heating","GarageType","SaleType","SaleCondition","Alley","Fence","MiscFeature","Quarter","LotShape","Utilities","LandSlope","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageFinish","GarageQual","GarageCond","PavedDrive","PoolQC","OverallQual","OverallCond","MSSubClass","LotFrontage","LotArea","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","YrSold","GarageAge","Age","RemodAge"
"316","RL","Pave","Lvl","Inside","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","IR1","AllPub","Gtl","Gd","TA","Gd","TA","No","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","Fin","TA","TA","Y",NA,"7","5",60,71,7795,0,425,0,291,716,716,716,0,1432,1,0,2,1,3,1,6,1,2,432,100,51,0,0,0,0,0,2009,5,5,4
"317","RL","Pave","Lvl","Corner","NWAmes","Norm","Norm","1Fam","2Story","Gable","CompShg","CemntBd","CmentBd","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","GdPrv","N/A","III","IR1","AllPub","Gtl","Gd","TA","Gd","TA","No","GLQ","Unf","TA","Y","SBrkr","Ex","Typ","TA","RFn","TA","TA","Y",NA,"7","7",60,94,13005,278,692,0,153,845,1153,1200,0,2353,1,0,2,1,4,1,10,1,2,484,288,195,0,0,0,0,0,2009,26,29,29
"318","FV","Pave","Lvl","Inside","Somerst","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","IV","Reg","AllPub","Gtl","Gd","TA","Gd","TA","Av","Unf","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","RFn","TA","TA","Y",NA,"8","5",60,75,9000,0,0,0,1088,1088,1088,871,0,1959,0,0,2,1,3,1,8,1,3,1025,208,46,0,0,0,0,0,2007,1,1,1
"319","RL","Pave","Low","Inside","NoRidge","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Mod","Gd","TA","Gd","TA","Gd","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ","TA","RFn","TA","TA","Y",NA,"7","5",60,90,9900,256,987,0,360,1347,1372,1274,0,2646,1,0,2,1,4,1,9,1,3,656,340,60,144,0,0,0,0,2009,16,16,16
"320","RL","Pave","Lvl","Inside","NWAmes","Norm","Norm","1Fam","SLvl","Gable","CompShg","Plywood","Plywood","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","Gd","TA","Av","GLQ","Unf","TA","Y","SBrkr","TA","Typ","TA","Unf","TA","TA","Y",NA,"7","5",80,70.0499583680267,14115,225,1036,0,336,1372,1472,0,0,1472,1,0,2,0,3,1,6,2,2,588,233,48,0,0,0,0,0,2009,29,29,29
"321","RL","Pave","Lvl","Corner","NridgHt","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","Stone","PConc","GasA","Attchd","New","Partial","N/A","N/A","N/A","III","Reg","AllPub","Gtl","TA","TA","Ex","Gd","Av","Unf","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"RFn","TA","TA","Y",NA,"9","5",60,111,16259,370,0,0,1249,1249,1249,1347,0,2596,0,0,3,1,4,1,9,0,3,840,240,154,0,0,0,0,0,2006,0,0,0
"322","RL","Pave","Lvl","Inside","NridgHt","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","BuiltIn","WD","Normal","N/A","N/A","N/A","II","IR1","AllPub","Gtl","Gd","TA","Ex","TA","Av","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","Fin","TA","TA","Y",NA,"8","5",60,99,12099,388,970,0,166,1136,1136,1332,0,2468,1,0,2,1,4,1,10,1,3,872,184,154,0,0,0,0,0,2007,3,3,3
"323","RL","Pave","Lvl","Inside","SawyerW","Norm","Norm","1Fam","2Story","Gable","CompShg","Plywood","Plywood","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","MnPrv","N/A","III","IR1","AllPub","Gtl","Gd","TA","TA","TA","Gd","LwQ","ALQ","Ex","Y","SBrkr","Gd","Typ","TA","Fin","TA","TA","Y",NA,"7","5",60,86,10380,172,28,1474,0,1502,1553,1177,0,2730,1,0,2,1,4,1,8,1,2,576,201,96,0,0,0,0,0,2007,20,21,20
"324","RM","Pave","Lvl","Inside","OldTown","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","Reg","AllPub","Gtl","TA","Gd","TA","TA","No","ALQ","Unf","Ex","Y","SBrkr","TA","Typ",NA,"Unf","Fa","TA","Y",NA,"3","8",20,49,5820,0,256,0,906,1162,1163,0,0,1163,1,0,1,0,3,1,6,0,1,220,142,98,0,0,0,0,0,2006,51,51,1
"325","RL","Pave","Lvl","Corner","NAmes","PosN","Norm","1Fam","SLvl","Mansard","WdShake","Wd Sdng","Wd Sdng","BrkFace","CBlock","GasA","BuiltIn","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","Gd","Gd","Gd","TA","No","Unf","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","Fin","TA","TA","Y",NA,"7","7",80,96,11275,300,0,0,710,710,1898,1080,0,2978,0,0,2,1,5,1,11,1,2,564,240,0,0,0,0,0,0,2010,49,43,3
"326","RM","Pave","Lvl","Inside","IDOTRR","RRAe","Norm","1Fam","1.5Unf","Gable","CompShg","MetalSd","MetalSd","None","CBlock","GasA","Detchd","WD","Normal","N/A","N/A","N/A","IV","Reg","AllPub","Gtl","TA","TA","TA","TA","Av","BLQ","Unf","Po","N","FuseF","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","6",45,50,5000,0,116,0,604,720,803,0,0,803,0,0,1,0,2,1,5,0,2,360,0,0,244,0,0,0,0,2007,66,66,57
"327","RL","Pave","Lvl","CulDSac","Veenker","Norm","Norm","TwnhsE","1Story","Gable","CompShg","BrkFace","BrkFace","None","PConc","GasA","Attchd","Con","Normal","N/A","N/A","N/A","II","IR1","AllPub","Gtl","Gd","TA","Gd","TA","Gd","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","Fin","TA","TA","Y",NA,"8","5",120,32,10846,0,1619,0,100,1719,1719,0,0,1719,2,0,1,1,1,1,6,2,2,473,122,30,0,0,0,0,0,2008,15,15,15
"328","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","TA","TA","No","Rec","Unf","TA","Y","SBrkr","TA","Typ",NA,"RFn","TA","TA","Y",NA,"6","5",20,80,11600,175,565,0,818,1383,1383,0,0,1383,0,0,1,1,3,1,7,0,1,292,0,45,0,0,0,0,0,2006,46,46,46
"329","RL","Pave","Bnk","Inside","BrkSide","PosN","Norm","1Fam","2.5Unf","Gable","CompShg","Wd Sdng","Wd Shng","None","BrkTil","GasA","Detchd","WD","Normal","Pave","N/A","N/A","III","IR1","AllPub","Gtl","TA","TA","TA","TA","No","Unf","Unf","Gd","N","FuseA","Gd","Typ",NA,"Unf","TA","TA","Y",NA,"6","6",75,70.0499583680267,11888,0,0,0,844,844,1445,689,0,2134,0,0,2,0,5,1,10,0,2,441,0,60,268,0,0,0,0,2009,79,93,15
"330","RM","Pave","Lvl","Corner","IDOTRR","Norm","Norm","1Fam","2Story","Gable","CompShg","Wd Sdng","Wd Shng","None","PConc","GasA","Detchd","WD","Normal","N/A","GdWo","N/A","III","Reg","AllPub","Gtl","TA","TA","TA","TA","Mn","Unf","Unf","TA","N","SBrkr","TA","Typ",NA,"Unf","Fa","Fa","N",NA,"5","5",70,60,6402,0,0,0,596,596,596,596,0,1192,0,0,1,0,3,1,6,0,1,189,0,0,137,0,0,0,0,2009,89,89,59
"331","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","Duplex","1Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock","GasA","Detchd","WD","Normal","N/A","N/A","N/A","IV","IR1","AllPub","Gtl","TA","TA","TA","TA","No","GLQ","Rec","TA","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","4",90,70.0499583680267,10624,84,40,264,1424,1728,1728,0,0,1728,0,1,2,0,6,2,10,0,1,352,155,0,0,0,0,0,0,2007,5,43,43
"332","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","Reg","AllPub","Gtl","TA","TA","TA","TA","No","Rec","Unf","Fa","Y","SBrkr","TA","Typ",NA,"RFn","TA","TA","Y",NA,"5","6",20,70,8176,0,846,0,210,1056,1056,0,0,1056,1,0,1,0,3,1,6,0,1,308,0,0,0,0,0,0,0,2007,49,49,15
"333","RL","Pave","Lvl","Inside","NridgHt","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","IV","IR1","AllPub","Gtl","Gd","TA","Gd","TA","No","GLQ",NA,"Ex","Y","SBrkr","Gd","Typ","Gd","RFn","TA","TA","Y",NA,"8","5",20,85,10655,296,1124,479,1603,3206,1629,0,0,1629,1,0,2,0,3,1,7,1,3,880,0,0,0,0,0,0,0,2009,6,6,5
"334","RM","Pave","Lvl","FR3","NridgHt","Norm","Norm","TwnhsE","1Story","Gable","CompShg","VinylSd","VinylSd","Stone","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","Reg","AllPub","Gtl","Gd","TA","Gd","TA","Av","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","RFn","TA","TA","Y",NA,"7","5",120,59,8198,146,720,0,638,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,2,484,192,30,0,0,0,0,0,2008,4,4,4
"335","RL","Pave","Lvl","Inside","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","IR1","AllPub","Gtl","TA","TA","Gd","TA","Gd","GLQ","Unf","Gd","Y","SBrkr","TA","Typ","TA","Fin","TA","TA","Y",NA,"6","5",60,59,9042,0,828,0,115,943,943,695,0,1638,1,0,2,1,3,1,7,2,2,472,100,38,0,0,0,0,0,2008,10,10,10
"336","RL","Grvl","HLS","Corner","Timber","Norm","Norm","2fmCon","1.5Fin","Gable","CompShg","Plywood","Plywood","None","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","Shed","III","IR1","AllPub","Sev","TA","TA","TA","TA","Gd","ALQ","BLQ","Ex","Y","SBrkr","TA","Typ","Gd","Fin","TA","TA","Y",NA,"5","6",190,70.0499583680267,164660,0,1249,147,103,1499,1619,167,0,1786,2,0,2,0,3,1,7,2,2,529,670,0,0,0,0,0,700,2008,43,43,43
"337","RL","Pave","HLS","Corner","StoneBr","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","Stone","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","IR1","AllPub","Gtl","Gd","TA","Ex","TA","Gd","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","Fin","TA","TA","Y",NA,"9","5",20,86,14157,200,1249,0,673,1922,1922,0,0,1922,1,0,2,0,3,1,8,1,3,676,178,51,0,0,0,0,0,2007,2,2,1
"338","RL","Pave","Lvl","Inside","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","IV","Reg","AllPub","Gtl","Gd","TA","Gd","TA","Av","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"RFn","TA","TA","Y",NA,"7","5",20,70,9135,113,810,0,726,1536,1536,0,0,1536,1,0,2,0,3,1,7,0,2,532,192,74,0,0,0,0,0,2008,6,6,5
"339","RL","Pave","Lvl","Corner","NWAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","Shed","II","Reg","AllPub","Gtl","Gd","TA","Gd","TA","Mn","ALQ","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"RFn","TA","TA","Y",NA,"7","7",20,91,14145,0,213,0,995,1208,1621,0,0,1621,1,0,2,0,3,1,8,0,2,440,108,45,0,0,0,0,400,2006,22,22,8
"340","RL","Pave","Lvl","Inside","NAmes","Feedr","Norm","1Fam","1Story","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","IR1","AllPub","Gtl","TA","TA","TA","Fa","No","Rec","Unf","TA","Y","FuseA","TA","Typ",NA,"Unf","TA","TA","Y",NA,"6","7",20,66,12400,176,585,0,630,1215,1215,0,0,1215,0,0,1,0,3,1,6,0,1,297,0,0,0,0,234,0,0,2009,51,51,11
"341","RL","Pave","Lvl","Inside","Timber","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","Gd","TA","Gd","TA","No","Unf","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"Fin","TA","TA","Y",NA,"8","5",60,85,14191,0,0,0,967,967,993,915,0,1908,0,0,2,1,4,1,9,0,2,431,135,0,0,0,0,0,0,2010,8,8,8
"342","RH","Pave","Lvl","Inside","SawyerW","Feedr","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","AsbShng","None","CBlock","GasA","CarPort","WD","Normal","N/A","N/A","N/A","III","Reg","AllPub","Gtl","Fa","Fa","TA","Fa","No","Unf","Unf","Gd","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","N",NA,"4","4",20,60,8400,0,0,0,721,721,841,0,0,841,0,0,1,0,2,1,4,0,1,294,250,0,24,0,0,0,0,2009,59,59,59
"343","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","Duplex","1Story","Gable","CompShg","Stucco","Stucco","BrkFace","Slab","Wall","Detchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA",NA,NA,NA,NA,NA,"Fa","N","FuseA","TA","Typ",NA,"Unf","TA","TA","Y",NA,"3","4",90,70.0499583680267,8544,340,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,2,400,0,0,0,0,0,0,0,2006,57,57,56
"344","RL","Pave","Lvl","Inside","NridgHt","Norm","Norm","TwnhsE","1Story","Hip","CompShg","MetalSd","MetalSd","BrkFace","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","IR1","AllPub","Gtl","Ex","TA","Ex","TA","No","GLQ","Unf","Ex","Y","SBrkr","Ex","Typ","Ex","RFn","TA","TA","Y",NA,"9","5",120,63,8849,616,28,0,1656,1684,1684,0,0,1684,0,0,2,0,2,1,6,1,2,564,495,72,0,0,0,0,0,2008,3,3,3
"345","RM","Pave","Lvl","Inside","MeadowV","Norm","Norm","TwnhsE","2Story","Gable","CompShg","CemntBd","CmentBd","None","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","Gd","TA","No","Rec","BLQ","TA","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","3",160,36,2592,0,129,232,175,536,536,576,0,1112,0,0,1,1,3,1,4,0,1,336,182,0,0,0,0,0,0,2010,34,34,34
"346","RL","Pave","Lvl","Inside","BrkSide","RRAn","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","BrkTil","GasA","Detchd","WD","Normal","N/A","N/A","N/A","IV","Reg","AllPub","Gtl","TA","TA","TA","TA","No","Unf","Unf","Gd","Y","SBrkr","Fa","Typ","Gd","Unf","TA","TA","Y",NA,"6","5",50,65,6435,0,0,0,972,972,972,605,0,1577,0,0,1,0,3,1,6,1,1,312,0,0,0,0,0,0,0,2006,67,67,56
"347","RL","Pave","Lvl","CulDSac","NAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","MetalSd","MetalSd","None","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","Gar2","II","IR1","AllPub","Gtl","TA","Gd","TA","TA","Mn","BLQ","Unf","TA","Y","SBrkr","TA","Typ",NA,"RFn","TA","TA","Y",NA,"6","8",20,70.0499583680267,12772,0,498,0,460,958,958,0,0,958,0,0,1,0,2,1,5,0,1,301,0,0,0,0,0,0,15500,2007,47,47,9
"348","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","IV","IR1","AllPub","Gtl","TA","TA","TA","TA","No","BLQ","Unf","Ex","Y","FuseA","TA","Typ","Gd","Unf","TA","TA","Y",NA,"6","5",20,70.0499583680267,17600,30,1270,0,208,1478,1478,0,0,1478,1,0,2,0,3,1,6,2,2,498,0,40,0,0,0,0,0,2009,49,49,49
"349","RL","Pave","Lvl","Inside","NridgHt","Norm","Norm","Twnhs","2Story","Gable","CompShg","VinylSd","Wd Shng","Stone","PConc","GasA","BuiltIn","WD","Normal","N/A","N/A","N/A","IV","Reg","AllPub","Gtl","Gd","TA","Gd","TA","No","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"RFn","TA","TA","Y",NA,"7","5",160,36,2448,106,573,0,191,764,764,862,0,1626,1,0,2,1,2,1,6,0,2,474,0,27,0,0,0,0,0,2008,5,5,4
"350","RL","Pave","Lvl","Inside","NridgHt","Norm","Norm","1Fam","2Story","Hip","CompShg","CemntBd","CmentBd","BrkFace","PConc","GasA","Attchd","New","Partial","N/A","N/A","N/A","II","IR2","AllPub","Gtl","Ex","TA","Ex","TA","No","GLQ","Unf","Ex","Y","SBrkr","Ex","Typ","Ex","Fin","TA","TA","Y",NA,"9","5",60,56,20431,870,1410,0,438,1848,1848,880,0,2728,1,0,2,1,4,1,10,2,3,706,0,0,0,0,0,0,0,2006,0,1,0
"351","RL","Pave","Lvl","Inside","NridgHt","Norm","Norm","TwnhsE","1Story","Hip","CompShg","MetalSd","MetalSd","BrkFace","PConc","GasA","Attchd","New","Partial","N/A","N/A","N/A","IV","IR1","AllPub","Gtl","Ex","TA","Ex","TA","No","Unf","Unf","Ex","Y","SBrkr","Ex","Typ","Gd","RFn","TA","TA","Y",NA,"9","5",120,68,7820,362,0,0,1869,1869,1869,0,0,1869,0,0,2,0,2,1,6,1,2,617,210,54,0,0,0,0,0,2007,0,0,0
"352","RL","Pave","Low","Inside","ClearCr","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","PConc","GasA","Attchd","WD","Abnorml","N/A","N/A","N/A","IV","IR1","AllPub","Mod","TA","TA","Gd","TA","Gd","GLQ","Unf","Gd","Y","SBrkr","Gd","Typ","TA","RFn","TA","TA","Y",NA,"7","5",120,70.0499583680267,5271,0,1082,0,371,1453,1453,0,0,1453,1,0,1,1,2,1,6,1,2,445,0,80,0,0,184,0,0,2006,20,20,20
"353","RL","Pave","Lvl","Inside","Edwards","Artery","Norm","1Fam","1.5Fin","Gable","CompShg","VinylSd","VinylSd","None","CBlock","GasA","Detchd","ConLw","Normal","N/A","N/A","N/A","I","Reg","AllPub","Gtl","TA","TA","TA","Fa","Mn","LwQ","Rec","TA","N","SBrkr","TA","Typ",NA,"Unf","TA","Fa","Y",NA,"5","6",50,60,9084,0,236,380,0,616,616,495,0,1111,0,1,1,0,3,1,5,0,1,200,48,0,0,0,0,0,0,2008,67,67,58
"354","RM","Pave","Lvl","Inside","OldTown","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","BrkTil","GasA","Detchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","Gd","TA","TA","No","Unf","Unf","Gd","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"6","8",30,60,8520,0,0,0,624,624,720,0,0,720,0,0,1,0,2,1,5,0,2,484,106,0,0,0,0,0,0,2010,5,82,7
"355","RL","Pave","Bnk","Inside","SWISU","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","Wd Sdng","MetalSd","None","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","TA","TA","No","LwQ","Unf","Ex","Y","SBrkr","TA","Typ","Gd","Unf","TA","TA","Y",NA,"6","5",50,60,8400,0,388,0,552,940,1192,403,0,1595,0,0,1,0,2,1,6,2,1,240,0,0,108,0,0,0,0,2006,66,66,6
"356","RL","Pave","Lvl","Inside","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","IR2","AllPub","Gtl","Gd","Gd","Gd","Gd","No","ALQ","BLQ","Ex","Y","SBrkr","Gd","Typ",NA,"RFn","TA","TA","Y",NA,"6","5",20,105,11249,0,334,544,322,1200,1200,0,0,1200,1,0,2,0,3,1,6,0,2,521,0,26,0,0,0,0,0,2007,12,12,12
"357","RL","Pave","Lvl","Inside","Gilbert","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","IR1","AllPub","Gtl","TA","TA","Gd","TA","No","GLQ","Unf","Gd","Y","SBrkr","Gd","Typ",NA,"RFn","TA","TA","Y",NA,"6","6",20,70.0499583680267,9248,106,560,0,598,1158,1167,0,0,1167,1,0,2,0,3,1,6,0,2,400,120,26,0,0,0,0,0,2009,17,17,17
"358","RM","Pave","Lvl","Inside","MeadowV","Norm","Norm","TwnhsE","1Story","Gable","CompShg","CemntBd","CmentBd","None","PConc","GasA","Attchd","WD","Normal","N/A","MnPrv","N/A","III","Reg","AllPub","Gtl","TA","TA","Gd","TA","No","ALQ","Unf","TA","Y","SBrkr","TA","Typ","Po","Fin","TA","TA","Y",NA,"5","5",120,44,4224,0,874,0,268,1142,1142,0,0,1142,1,0,1,1,3,1,6,1,2,528,536,90,0,0,0,0,0,2007,31,31,31
"359","RL","Pave","Lvl","Inside","ClearCr","Norm","Norm","1Fam","SLvl","Hip","CompShg","Wd Sdng","ImStucc","BrkFace","CBlock","GasA","BuiltIn","WD","Abnorml","N/A","N/A","N/A","III","IR1","AllPub","Gtl","TA","TA","TA","TA","Av","BLQ","Rec","Ex","Y","FuseF","Gd","Min2",NA,"Unf","TA","TA","Y",NA,"5","4",80,92,6930,120,300,294,468,1062,1352,0,0,1352,0,1,1,0,3,1,6,0,1,288,168,0,294,0,0,0,0,2006,48,48,48
"360","RL","Pave","Lvl","CulDSac","NoRidge","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","IR1","AllPub","Gtl","Gd","TA","Gd","TA","Av","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ","TA","RFn","TA","TA","Y",NA,"8","5",60,78,12011,530,956,0,130,1086,1086,838,0,1924,1,0,2,1,3,1,7,1,2,592,208,75,0,0,374,0,0,2006,8,8,8
"361","RL","Pave","Lvl","CulDSac","Mitchel","Norm","Norm","1Fam","SFoyer","Gable","CompShg","VinylSd","VinylSd","None","CBlock","GasA","Attchd","WD","Normal","N/A","MnPrv","N/A","II","IR1","AllPub","Gtl","TA","TA","Gd","TA","Av","GLQ","Unf","Ex","Y","SBrkr","TA","Typ","TA","RFn","TA","TA","Y",NA,"6","6",85,70.0499583680267,7540,0,773,0,115,888,912,0,0,912,1,0,1,0,2,1,5,1,2,470,0,0,0,0,192,0,0,2007,29,29,29
"362","RL","Pave","Lvl","Inside","BrkSide","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","CBlock","GasA","Detchd","WD","Normal","Pave","N/A","N/A","III","Reg","AllPub","Gtl","TA","TA","TA","TA","No","Rec","Unf","Gd","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","N",NA,"5","5",50,70.0499583680267,9144,0,399,0,484,883,988,517,0,1505,1,0,1,0,3,1,8,0,1,240,0,0,0,0,0,0,0,2008,68,68,26
"363","RL","Pave","Lvl","Corner","Edwards","Norm","Norm","1Fam","SFoyer","Gable","CompShg","HdBoard","HdBoard","BrkFace","Slab","GasA","BuiltIn","ConLD","Normal","N/A","N/A","N/A","III","Reg","AllPub","Gtl","Gd","TA",NA,NA,NA,NA,NA,"Ex","Y","SBrkr","Gd","Typ","Ex","RFn","TA","TA","Y",NA,"7","5",85,64,7301,500,0,0,0,0,495,1427,0,1922,0,0,3,0,4,1,7,1,2,672,0,0,177,0,0,0,0,2009,6,6,6
"364","RM","Pave","Lvl","Inside","BrDale","Norm","Norm","Twnhs","2Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock","GasA","Detchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","TA","TA","No","ALQ","Unf","Gd","Y","SBrkr","Gd","Typ",NA,"Unf","TA","TA","Y",NA,"6","8",160,21,1680,510,162,0,321,483,483,504,0,987,0,0,1,1,2,1,5,0,1,264,250,0,0,0,0,0,0,2009,37,37,2
"365","RL","Pave","Lvl","FR2","NWAmes","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","IR1","AllPub","Gtl","TA","TA","Gd","TA","Mn","GLQ","Unf","TA","Y","SBrkr","TA","Typ","TA","Fin","TA","TA","Y",NA,"6","5",60,70.0499583680267,18800,120,712,0,84,796,790,784,0,1574,1,0,2,1,3,1,6,1,2,566,306,111,0,0,0,0,0,2006,30,30,30
"366","RM","Pave","Lvl","Inside","IDOTRR","Norm","Norm","1Fam","2Story","Hip","CompShg","VinylSd","VinylSd","None","CBlock","GasA","Detchd","WD","Normal","N/A","N/A","N/A","III","Reg","AllPub","Gtl","TA","Gd","TA","Fa","No","Rec","Unf","Gd","Y","FuseA","TA","Typ",NA,"Unf","TA","Fa","Y",NA,"5","7",70,59,10690,0,456,0,216,672,672,672,0,1344,0,0,1,0,3,1,6,0,1,468,0,128,218,0,0,0,0,2009,45,89,12
