"","MSSubClass","LotFrontage","LotArea","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","MiscVal","YrSold","GarageAge","Age","RemodAge"
"181",20,70.0499583680267,20781,0,297,68,1203,1568,2156,0,0,2156,0,0,2,0,3,1,9,1,2,508,0,80,0,290,0,0,0,2006,38,38,3
"182",180,35,3675,80,459,0,88,547,1072,0,0,1072,1,0,1,0,2,1,5,0,2,525,0,28,0,0,0,0,0,2008,3,3,3
"183",80,70.0499583680267,10784,76,0,0,384,384,802,670,0,1472,0,0,2,1,3,1,7,1,2,402,164,0,0,0,0,0,0,2007,16,16,15
"184",50,65,6435,0,0,0,972,972,972,605,0,1577,0,0,1,0,3,1,6,1,1,312,0,0,0,0,0,0,0,2006,67,67,56
"185",60,62,8244,0,0,0,840,840,840,880,0,1720,0,0,2,1,3,1,7,1,2,440,100,48,0,0,0,0,0,2007,3,3,3
"186",60,110,13688,664,1016,0,556,1572,1572,1096,0,2668,1,0,2,1,3,1,10,2,3,726,400,0,0,0,0,0,0,2008,5,5,4
"187",20,100,21750,0,0,0,988,988,988,0,0,988,0,0,1,0,2,1,4,0,2,520,0,0,0,0,0,0,0,2008,54,54,54
"188",20,73,9855,0,0,0,1436,1436,1689,0,0,1689,0,0,1,0,3,1,7,1,2,480,0,0,0,0,0,0,0,2009,53,53,53
"189",20,47,16321,0,1277,0,207,1484,1600,0,0,1600,1,0,1,0,2,1,6,2,1,319,288,258,0,0,0,0,0,2006,49,49,9
"190",160,30,3180,0,0,0,600,600,520,600,80,1200,0,0,2,1,2,1,4,0,2,480,0,166,0,0,0,0,0,2006,1,1,1
"191",50,70.0499583680267,14100,632,192,0,536,728,1968,1479,0,3447,0,0,3,1,4,1,11,2,3,1014,314,12,0,0,0,0,0,2008,26,73,11
"192",20,70.0499583680267,14175,0,988,0,200,1188,1437,0,0,1437,1,0,1,1,3,1,6,1,2,576,304,0,0,0,0,0,0,2006,7,50,19
"193",45,60,9600,0,220,0,625,845,893,0,0,893,0,1,1,0,2,1,4,0,2,576,0,0,0,0,0,0,0,2007,22,58,4
"194",20,70.0499583680267,9200,0,280,491,167,938,938,0,0,938,1,0,1,0,3,1,5,0,1,308,145,0,0,0,0,0,0,2008,31,33,28
"195",160,21,1680,142,0,0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,1,280,0,0,0,0,0,0,0,2009,18,38,38
"196",20,70.0499583680267,11500,0,0,0,0,0,845,0,0,845,0,0,1,0,3,1,5,0,1,290,186,0,0,0,0,0,0,2009,52,52,52
"197",160,21,2001,80,0,0,546,546,546,546,0,1092,0,0,1,1,3,1,6,0,1,286,0,0,0,0,0,0,0,2007,37,37,37
"198",20,67,8777,0,0,0,0,0,1126,0,0,1126,0,0,2,0,2,1,5,0,2,520,0,96,0,0,0,0,0,2009,7,60,6
"199",30,60,8520,0,0,0,624,624,720,0,0,720,0,0,1,0,2,1,5,0,2,484,106,0,0,0,0,0,0,2010,5,82,7
"200",30,90,8100,0,338,0,1221,1559,1559,0,0,1559,1,0,1,0,2,1,5,0,2,812,0,116,230,0,0,0,0,2007,59,59,34
"201",50,70.0499583680267,15660,312,341,0,457,798,1137,817,0,1954,0,1,1,1,3,1,8,2,2,431,0,119,150,0,0,0,0,2008,69,69,2
"202",20,89,10991,80,0,0,1571,1571,1571,0,0,1571,0,0,2,0,3,1,7,1,3,722,100,36,0,0,0,0,0,2007,0,0,0
"203",60,84,10207,0,0,0,874,874,874,887,0,1761,0,0,3,0,3,1,7,0,2,578,144,105,0,0,0,0,0,2007,0,0,0
"204",160,24,2645,456,649,0,321,970,983,756,0,1739,1,0,2,1,3,1,7,0,2,480,115,0,0,0,0,0,0,2009,10,10,9
"205",70,60,7200,0,0,0,776,776,851,651,0,1502,0,0,1,1,3,1,6,1,1,270,0,0,112,0,0,0,0,2008,77,77,8
"206",20,73,8760,220,0,0,1194,1194,1194,0,0,1194,1,0,1,0,3,1,6,0,1,312,0,0,120,0,0,0,0,2010,51,51,51
"207",85,57,8846,0,298,0,572,870,914,0,0,914,0,0,1,0,2,1,5,0,2,576,0,0,0,0,0,0,0,2006,8,10,10
"208",85,70,8445,0,656,0,112,768,768,0,0,768,1,0,1,0,2,1,5,0,2,396,58,0,0,0,0,0,0,2009,21,37,2
"209",70,60,7740,0,0,0,622,622,741,622,0,1363,0,0,1,0,3,1,6,0,2,528,0,0,0,0,168,0,0,2010,44,100,60
"210",20,120,9560,0,360,0,504,864,864,0,0,864,0,0,1,0,3,1,5,0,1,288,0,0,0,0,0,0,0,2006,34,34,34
"211",30,153,4118,0,0,0,693,693,693,0,0,693,0,0,1,0,2,1,4,0,0,0,0,20,0,0,0,0,0,2006,27.4938361131256,65,56
"212",60,122,11911,0,0,0,684,684,684,876,0,1560,0,0,2,1,3,1,6,1,2,400,100,38,0,0,0,0,0,2009,4,4,4
"213",20,70.0499583680267,11241,180,578,0,426,1004,1004,0,0,1004,1,0,1,0,2,1,5,1,2,480,0,0,0,0,0,0,700,2010,40,40,40
"214",60,70,8750,0,0,0,880,880,909,807,0,1716,0,0,2,1,2,1,7,1,2,512,0,120,0,0,0,0,0,2009,13,13,13
"215",45,55,5500,0,0,0,882,882,882,0,0,882,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,2007,28.4938361131256,51,51
"216",30,50,9340,0,344,0,328,672,672,0,0,672,1,0,1,0,2,1,4,0,1,234,0,113,0,0,0,0,0,2009,68,68,59
"217",20,75,9937,0,637,0,849,1486,1486,0,0,1486,1,0,1,0,3,1,7,0,2,480,0,0,0,0,0,0,0,2009,41,45,10
"218",50,60,9900,0,0,0,778,778,944,545,0,1489,0,0,2,0,3,1,7,1,1,240,335,0,0,0,0,0,0,2009,69,69,59
"219",20,80,8480,0,630,0,340,970,970,0,0,970,1,0,1,0,2,1,5,0,2,624,0,24,0,0,192,0,0,2007,11,44,44
"220",30,60,10800,0,0,0,656,656,968,0,0,968,0,0,2,0,4,1,5,0,1,216,0,0,0,0,0,0,0,2007,79,80,0
"221",120,60,7313,246,1153,0,408,1561,1561,0,0,1561,1,0,2,0,2,1,6,1,2,556,203,47,0,0,0,0,0,2007,2,2,2
"222",75,35,6300,0,0,0,742,742,742,742,0,1484,0,0,2,0,3,1,9,1,0,0,0,291,134,0,0,0,0,2008,29.4938361131256,94,7
"223",30,50,6000,0,397,0,706,1103,1103,0,0,1103,0,0,1,0,2,1,5,1,2,440,166,120,0,0,0,0,0,2006,30,81,26
"224",160,24,2308,0,257,495,103,855,855,467,0,1322,0,1,2,1,3,1,6,1,2,440,260,0,0,0,0,0,0,2009,35,35,35
"225",20,68,9571,0,0,0,1276,1276,1276,0,0,1276,0,0,1,0,3,1,5,0,1,350,0,0,0,0,0,0,0,2009,51,51,51
"226",20,104,11361,160,644,0,549,1193,1523,0,0,1523,0,1,2,0,3,1,7,1,2,478,0,0,0,0,189,0,0,2008,32,32,32
"227",20,70.0499583680267,11250,0,767,0,441,1208,1208,0,0,1208,1,0,1,1,3,1,6,1,2,546,198,42,0,0,0,0,0,2006,29,29,29
"228",30,51,5900,0,0,0,440,440,869,0,0,869,0,0,1,0,2,1,4,0,0,0,0,0,0,0,0,0,0,2006,27.4938361131256,83,48
"229",20,48,12137,442,0,0,1649,1649,1661,0,0,1661,0,0,2,0,3,1,6,0,2,598,0,34,0,0,0,0,0,2010,12,12,12
"230",60,70.0499583680267,11170,0,1216,0,0,1216,1298,1216,0,2514,0,0,2,1,4,1,8,0,2,693,0,0,0,0,0,0,0,2006,16,16,15
"231",20,63,7500,120,680,0,400,1080,1080,0,0,1080,1,0,1,0,3,1,6,0,0,0,0,0,0,0,0,0,0,2008,29.4938361131256,4,3
"232",190,60,7200,0,1046,0,168,1214,1260,1031,0,2291,0,1,2,0,4,2,9,1,2,506,0,0,0,0,99,0,0,2007,107,97,9
"233",60,84,10728,0,0,0,1095,1095,1095,844,0,1939,0,0,2,1,3,1,8,1,3,1053,192,51,0,0,0,0,0,2006,0,0,0
"234",120,70.0499583680267,6563,0,1148,0,594,1742,1742,0,0,1742,1,0,2,0,2,1,5,1,2,564,114,28,234,0,0,0,0,2006,21,21,21
"235",20,80,11844,464,0,0,2046,2046,2046,0,0,2046,0,0,2,1,3,1,7,1,3,834,322,82,0,0,0,0,0,2009,1,1,1
"236",20,79,10634,0,428,180,0,608,1319,0,0,1319,1,0,1,0,3,1,5,0,1,270,66,0,0,0,0,0,0,2009,56,56,56
"237",60,70.0499583680267,9531,0,706,0,88,794,882,914,0,1796,1,0,2,1,3,1,7,0,2,546,0,36,0,0,0,0,0,2007,9,9,9
"238",70,79,11526,0,0,0,588,588,1423,748,384,2555,0,0,2,0,3,1,11,1,2,672,431,0,0,0,0,0,0,2008,15,86,14
"239",50,50,8635,0,336,41,295,672,1072,213,0,1285,1,0,1,0,2,1,6,0,1,240,0,0,0,0,0,0,0,2008,60,60,7
"240",80,70.0499583680267,17871,359,528,0,1152,1680,1724,0,0,1724,1,0,1,1,3,1,7,1,2,480,0,0,0,0,0,0,0,2009,42,42,33
"241",160,70.0499583680267,5105,0,239,0,312,551,551,551,0,1102,0,0,2,1,2,1,4,0,2,480,0,60,0,0,0,0,0,2007,3,3,3
"242",30,55,10267,0,210,606,0,816,838,0,0,838,1,0,1,0,2,1,5,0,1,275,0,0,112,0,0,0,0,2008,47,90,8
"243",120,70.0499583680267,4928,0,120,0,958,1078,958,0,0,958,0,0,2,0,2,1,5,1,2,440,0,205,0,0,0,0,0,2007,30,31,31
"244",20,77,8335,0,0,0,0,0,1124,0,0,1124,0,0,1,0,3,1,5,1,0,0,0,36,190,0,0,0,0,2006,27.4938361131256,52,52
"245",50,60,8172,0,0,0,941,941,997,473,0,1470,0,0,2,0,4,1,7,0,1,548,0,0,0,0,156,0,0,2008,50,54,36
"246",20,70,7000,45,588,0,422,1010,1134,0,0,1134,0,0,1,0,2,1,6,0,1,254,0,16,0,0,0,0,0,2007,47,47,5
"247",60,70.0499583680267,10316,0,735,0,257,992,992,873,0,1865,1,0,2,1,3,1,7,1,3,839,0,184,0,0,0,0,0,2008,8,8,8
"248",20,72,11846,562,1567,0,225,1792,1792,0,0,1792,1,0,2,0,2,1,6,1,3,874,206,49,0,0,0,0,0,2006,3,3,2
"249",60,82,9452,423,1074,0,322,1396,1407,985,0,2392,1,0,2,1,3,1,7,1,3,870,0,70,0,0,0,0,0,2006,9,9,8
"250",20,80,10386,246,1464,0,536,2000,2000,0,0,2000,1,0,2,0,3,1,8,0,3,888,168,0,0,0,0,0,0,2007,3,3,2
"251",20,65,9750,0,602,438,14,1054,1054,0,0,1054,1,0,1,1,3,1,6,0,2,460,180,0,0,0,80,0,0,2008,39,39,39
"252",120,44,3842,174,1373,0,221,1594,1646,0,0,1646,1,1,2,0,2,1,5,1,2,482,128,53,0,0,155,0,0,2008,4,4,3
"253",20,66,8923,0,643,0,365,1008,1008,0,0,1008,1,0,1,0,2,1,6,0,1,240,0,18,0,0,0,0,0,2007,54,54,1
"254",190,60,10120,0,0,0,925,925,964,925,0,1889,0,0,1,1,4,2,9,1,1,308,0,0,264,0,0,0,0,2007,47,97,57
"255",20,70.0499583680267,10603,28,1200,0,410,1610,1610,0,0,1610,1,0,2,0,3,1,6,2,2,480,168,68,0,0,0,0,0,2010,33,33,9
"256",60,100,9500,272,442,0,374,816,1127,850,0,1977,0,1,1,1,4,1,9,1,2,540,0,52,0,0,0,0,0,2007,43,43,29
"257",70,78,12168,0,428,0,537,965,1940,1254,0,3194,0,0,2,1,4,1,10,2,2,380,0,0,0,0,0,0,0,2007,73,73,9
"258",160,70.0499583680267,2117,456,436,0,320,756,769,756,0,1525,0,0,2,1,3,1,5,1,2,440,0,0,0,0,0,0,0,2007,7,7,7
"259",60,70.0499583680267,11000,72,0,0,969,969,997,1288,0,2285,0,0,2,1,4,1,8,1,3,648,0,56,0,0,0,0,0,2007,7,7,7
"260",20,70.0499583680267,6627,0,0,0,0,0,720,0,0,720,0,0,1,0,2,1,4,0,1,287,0,0,0,0,0,0,0,2008,53,59,58
"261",60,72,8640,0,822,0,78,900,932,920,0,1852,1,0,2,1,3,1,7,1,2,644,168,108,0,0,0,0,0,2009,0,0,0
"262",60,75,9375,0,0,0,912,912,912,1182,0,2094,0,0,2,1,4,1,8,1,2,615,182,182,0,0,0,0,0,2009,6,6,5
"263",20,63,8487,210,20,0,1480,1500,1500,0,0,1500,0,0,2,0,3,1,6,0,2,570,192,36,0,0,0,0,0,2009,5,5,5
"264",20,70.0499583680267,115149,351,1219,0,424,1643,1824,0,0,1824,1,0,2,0,2,1,5,2,2,739,380,48,0,0,0,0,0,2007,36,36,5
"265",160,36,2592,0,129,232,175,536,536,576,0,1112,0,0,1,1,3,1,4,0,1,336,182,0,0,0,0,0,0,2010,34,34,34
"266",20,70.0499583680267,8475,0,228,0,724,952,952,0,0,952,0,0,1,0,2,1,4,0,1,283,0,0,0,0,0,0,0,2008,52,52,52
"267",60,75,9750,0,975,0,133,1108,1108,989,0,2097,1,0,2,1,3,1,8,1,2,583,253,170,0,0,0,0,0,2006,8,8,8
"268",60,80,9760,340,536,117,169,822,1020,831,0,1851,0,0,2,1,3,1,7,1,2,440,239,42,0,0,0,0,0,2007,43,43,14
"269",20,70,10552,0,1018,0,380,1398,1700,0,0,1700,0,1,1,1,4,1,6,1,2,447,0,38,0,0,0,0,0,2010,51,51,51
"270",20,70.0499583680267,15498,0,1165,400,0,1565,2898,0,0,2898,1,0,2,0,2,1,10,1,2,665,0,72,174,0,0,0,0,2008,32,32,32
"271",50,50,7000,0,617,0,0,617,865,445,0,1310,0,0,2,0,2,1,6,0,1,398,0,0,126,0,0,0,0,2006,82,82,56
"272",75,60,8400,0,378,0,342,720,1052,720,420,2192,0,0,2,1,4,1,8,1,1,240,262,24,0,0,0,0,0,2008,69,69,11
"273",80,70.0499583680267,12800,145,1518,0,0,1518,1644,0,0,1644,1,1,2,0,2,1,5,1,2,569,80,0,0,0,396,0,0,2009,20,20,20
"274",60,59,7837,0,0,0,799,799,799,772,0,1571,0,0,2,1,3,1,7,1,2,380,0,40,0,0,0,0,0,2009,16,16,15
"275",120,70.0499583680267,3136,163,0,0,1405,1405,1405,0,0,1405,0,0,2,0,2,1,6,1,2,478,148,36,0,0,0,0,0,2006,3,3,3
"276",50,65,7804,0,622,0,500,1122,1328,653,0,1981,1,0,2,0,4,1,7,2,2,576,431,44,0,0,0,0,0,2009,28,81,59
"277",20,50,7207,0,696,0,162,858,858,0,0,858,1,0,1,0,2,1,4,0,0,0,117,0,0,0,0,0,0,2010,31.4938361131256,52,2
"278",20,88,7990,0,0,0,924,924,924,0,0,924,0,0,1,0,3,1,5,0,1,280,0,0,0,0,0,0,0,2008,27,33,33
"279",190,75,11625,0,841,0,198,1039,1039,0,0,1039,1,0,1,1,3,1,6,0,2,504,0,0,0,0,0,0,0,2010,45,45,45
"280",20,65,8767,0,24,0,1286,1310,1310,0,0,1310,0,0,2,0,3,1,6,1,2,400,0,0,0,0,0,0,0,2006,1,1,1
"281",20,80,9600,0,978,0,284,1262,1262,0,0,1262,0,1,2,0,3,1,6,1,2,460,298,0,0,0,0,0,0,2007,31,31,31
"282",60,98,12256,362,1032,0,431,1463,1500,1122,0,2622,1,0,2,1,3,1,9,2,2,712,186,32,0,0,0,0,0,2010,16,16,15
"283",20,60,7200,0,0,0,0,0,1040,0,0,1040,0,0,1,0,2,1,5,0,2,625,0,0,0,0,0,0,0,2006,56,56,56
"284",90,75,10125,0,0,0,0,0,1302,432,0,1734,0,0,2,0,4,2,8,0,2,539,0,0,0,0,0,0,0,2009,32,32,32
"285",20,65,8450,266,946,0,490,1436,1436,0,0,1436,1,0,2,0,3,1,8,0,2,484,139,98,0,0,0,0,0,2008,4,4,4
"286",50,52,9439,0,324,0,588,912,912,336,0,1248,0,0,1,0,2,1,6,0,1,160,0,0,192,0,0,0,0,2007,50,77,57
"287",20,70.0499583680267,8125,0,614,0,244,858,858,0,0,858,0,0,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,2006,27.4938361131256,35,35
"288",20,70.0499583680267,7390,151,902,0,196,1098,1098,0,0,1098,1,0,1,0,3,1,6,0,1,260,0,0,0,0,0,0,0,2008,53,53,53
"289",50,60,5586,0,0,0,901,901,1088,110,0,1198,0,0,1,0,4,1,7,0,0,0,0,98,0,0,0,0,0,2008,29.4938361131256,88,10
"290",60,77,9965,340,1150,0,316,1466,1466,1362,0,2828,1,0,3,0,4,1,11,1,3,1052,125,144,0,0,0,0,0,2007,1,1,0
"291",60,80,10240,178,0,0,1030,1030,1038,1060,0,2098,0,0,2,1,3,1,8,1,3,878,192,52,0,0,0,0,0,2006,1,1,1
"292",50,60,10320,0,0,0,756,756,756,713,0,1469,0,0,1,0,3,1,7,0,1,216,57,0,239,0,0,0,0,2008,102,102,13
"293",20,69,9920,0,523,0,448,971,971,0,0,971,0,0,1,1,3,1,5,1,1,300,0,0,0,0,0,0,0,2006,37,37,37
"294",60,70.0499583680267,11616,328,438,0,234,672,672,714,0,1386,0,0,2,1,3,1,6,1,2,440,335,0,0,0,0,0,0,2010,32,32,32
"295",50,58,8410,0,0,0,658,658,658,526,0,1184,0,0,1,0,5,1,8,0,0,0,0,151,0,0,0,0,0,2006,27.4938361131256,96,10
"296",20,67,8877,0,690,0,126,816,816,0,0,816,1,0,1,0,2,1,3,1,1,288,0,0,0,0,0,0,0,2009,51,71,51
"297",80,124,11512,84,719,0,300,1019,1357,0,0,1357,1,0,1,0,2,1,5,1,1,312,0,0,0,0,163,0,0,2008,49,49,2
"298",60,118,35760,1378,1387,0,543,1930,1831,1796,0,3627,1,0,3,1,4,1,10,1,3,807,361,76,0,0,0,0,0,2006,11,11,10
"299",30,51,6120,0,489,0,279,768,1015,0,0,1015,0,0,1,0,3,1,6,0,1,450,0,0,112,0,120,0,620,2006,81,81,56
"300",60,85,11003,160,765,0,252,1017,1026,981,0,2007,1,0,2,1,3,1,10,1,3,812,168,52,0,0,0,0,0,2009,1,1,1
"301",20,75,9986,428,0,0,1795,1795,1795,0,0,1795,0,0,2,0,2,1,7,1,3,895,0,49,0,0,0,0,0,2007,0,1,0
"302",20,47,12416,132,1398,208,0,1606,1651,0,0,1651,1,0,2,0,3,1,7,1,2,616,192,0,0,0,0,0,0,2008,22,22,22
"303",60,52,46589,528,1361,180,88,1629,1686,762,0,2448,1,0,2,1,4,1,8,1,3,711,517,76,0,0,0,0,0,2009,15,15,4
"304",50,60,7200,0,0,0,803,803,803,557,0,1360,0,0,1,1,2,1,6,0,1,297,0,65,190,0,0,0,0,2006,55,68,11
"305",60,43,10667,0,385,344,70,799,827,834,0,1661,1,0,2,1,3,1,6,1,2,550,158,61,0,0,0,0,0,2009,13,13,13
"306",45,59,7227,0,0,0,832,832,832,0,0,832,0,0,1,0,2,1,4,0,2,528,0,0,0,0,0,0,0,2008,46,54,54
"307",70,144,21384,0,1309,0,15,1324,1072,504,0,1576,2,0,1,1,3,1,6,1,2,528,0,312,0,0,0,0,0,2009,86,86,5
"308",20,55,8250,0,250,492,210,952,1211,0,0,1211,0,0,1,0,3,1,5,1,1,322,0,63,0,0,0,0,0,2008,40,40,40
"309",60,70.0499583680267,28698,0,249,764,0,1013,1160,966,0,2126,0,1,2,1,3,1,7,0,2,538,486,0,0,0,225,0,0,2009,42,42,42
"310",80,70.0499583680267,10448,333,0,0,689,689,1378,741,0,2119,0,0,2,1,3,1,7,1,2,583,0,104,0,0,0,0,0,2009,37,37,37
"311",60,70.0499583680267,13869,0,182,0,612,794,794,676,0,1470,0,1,2,0,3,1,6,0,2,388,0,75,0,0,0,0,0,2007,10,10,10
"312",60,70.0499583680267,13006,285,0,0,964,964,993,1243,0,2236,0,0,2,1,4,1,8,1,2,642,0,0,0,0,0,0,0,2006,9,9,9
"313",120,51,3635,130,988,0,398,1386,1569,0,0,1569,0,1,2,0,1,1,7,1,3,660,143,20,0,0,0,0,0,2009,2,2,2
"314",60,174,15138,506,689,0,773,1462,1490,1304,0,2794,1,0,2,1,4,1,9,1,3,810,0,146,202,0,0,0,0,2009,14,14,13
"315",85,80,8800,156,763,0,173,936,1054,0,0,1054,1,0,1,0,3,1,6,0,2,480,120,0,0,0,0,0,0,2010,47,47,47
"316",60,70,7700,351,0,0,756,756,1051,788,0,1839,0,0,1,1,4,1,7,1,2,442,0,124,216,0,0,0,0,2010,44,44,44
"317",60,76,9120,270,442,0,459,901,943,933,0,1876,0,0,2,1,4,1,8,1,2,540,0,69,0,0,0,0,0,2008,34,34,34
"318",90,65,8944,0,0,0,1584,1584,1584,0,0,1584,0,0,2,0,4,2,8,0,3,792,0,152,0,0,0,0,0,2009,42,42,42
"319",80,70.0499583680267,14115,225,1036,0,336,1372,1472,0,0,1472,1,0,2,0,3,1,6,2,2,588,233,48,0,0,0,0,0,2009,29,29,29
"320",90,78,7060,200,1309,0,35,1344,1344,0,0,1344,2,0,2,0,2,2,8,0,4,784,0,0,0,0,0,0,0,2008,11,11,10
"321",50,50,8600,0,0,0,780,780,780,596,0,1376,0,0,2,0,3,1,7,1,1,198,0,0,0,0,0,0,0,2006,69,69,56
"322",60,93,10261,318,0,0,936,936,962,830,0,1792,1,0,2,1,3,1,8,1,2,451,0,0,0,0,0,0,0,2008,8,8,8
"323",20,78,10335,183,679,0,811,1490,1501,0,0,1501,1,0,2,0,3,1,6,0,2,577,144,29,0,0,0,0,0,2009,10,10,10
"324",20,95,12182,226,1201,0,340,1541,1541,0,0,1541,0,0,2,0,3,1,7,1,2,532,0,70,0,0,0,0,0,2010,5,5,5
"325",50,60,10800,0,0,0,720,720,720,472,0,1192,0,0,1,1,4,1,6,0,0,0,0,0,0,0,0,0,0,2006,27.4938361131256,57,56
"326",20,75,8250,260,787,0,305,1092,1092,0,0,1092,1,0,1,0,3,1,6,0,2,504,0,0,0,0,0,0,0,2008,44,44,44
"327",20,70.0499583680267,21695,260,808,0,72,880,1680,0,0,1680,1,0,2,0,3,1,5,1,2,540,292,44,0,182,0,0,0,2009,21,21,2
"328",50,60,6000,0,0,0,1008,1008,1008,0,514,1522,0,0,2,0,4,1,7,0,0,0,0,0,138,0,0,0,0,2006,27.4938361131256,80,56
"329",85,69,10205,0,784,0,141,925,999,0,0,999,1,0,1,0,3,1,6,0,1,300,150,72,0,0,0,0,0,2006,44,44,44
"330",190,60,10800,0,664,0,290,954,1766,648,0,2414,0,0,2,0,3,2,10,1,2,520,142,0,0,0,0,0,0,2006,36,106,36
"331",60,75,9000,0,64,0,1120,1184,1184,1426,0,2610,0,0,2,1,4,1,11,1,2,550,208,364,0,0,0,0,0,2007,0,0,0
"332",50,70,8737,0,300,0,765,1065,915,720,0,1635,0,0,1,1,3,1,6,1,2,440,0,38,0,144,0,0,0,2007,57,84,57
"333",20,70.0499583680267,12925,0,865,0,340,1205,2117,0,0,2117,0,0,2,1,4,1,7,2,2,550,0,42,0,0,0,0,0,2008,38,38,38
"334",190,85,13600,0,0,0,662,662,1422,915,0,2337,0,0,2,0,5,2,10,0,2,560,0,57,0,0,0,0,0,2007,62,107,57
"335",60,70.0499583680267,14803,252,416,0,409,825,1097,896,0,1993,0,0,2,1,4,1,8,1,2,495,0,66,0,0,0,0,0,2006,35,35,35
"336",50,52,6240,0,0,0,1078,1078,1128,445,0,1573,0,0,2,0,3,1,8,1,2,360,0,0,0,0,0,0,0,2008,78,78,16
"337",20,70.0499583680267,9790,451,569,81,678,1328,1328,0,0,1328,1,0,1,1,3,1,6,2,2,528,0,26,0,0,0,0,0,2010,47,47,47
"338",60,41,12393,0,0,0,847,847,847,1101,0,1948,0,0,2,1,4,1,8,1,2,434,100,48,0,0,0,0,0,2006,2,2,1
"339",20,70.0499583680267,11423,479,1358,0,223,1581,1601,0,0,1601,1,0,2,0,3,1,6,1,2,670,180,0,0,0,0,0,2000,2010,9,9,8
"340",120,43,7052,240,659,0,705,1364,1364,0,0,1364,1,0,2,0,2,1,6,1,2,484,192,36,0,0,0,0,0,2006,1,1,1
"341",30,50,6000,0,616,0,0,616,616,0,0,616,0,0,1,0,2,1,4,0,1,205,0,0,129,0,0,0,0,2006,85,85,56
"342",60,58,16770,30,0,0,1195,1195,1195,644,0,1839,0,0,2,1,4,1,7,0,2,486,0,81,0,0,0,0,0,2010,12,12,12
"343",30,40,3880,0,329,0,357,686,866,0,0,866,0,0,1,0,2,1,4,0,0,0,58,42,0,0,0,0,0,2007,28.4938361131256,62,10
"344",20,89,12898,70,1022,0,598,1620,1620,0,0,1620,1,0,2,0,2,1,6,1,3,912,228,0,0,0,0,0,0,2009,1,2,1
"345",20,50,8000,0,680,0,292,972,972,0,0,972,1,0,1,0,2,1,5,1,1,240,0,0,0,0,0,0,0,2009,61,61,7
"346",70,120,13728,0,626,0,501,1127,1236,872,0,2108,0,0,2,0,4,1,7,2,2,540,0,0,0,0,90,0,0,2008,73,73,22
"347",20,70.0499583680267,9790,0,251,630,491,1372,1342,0,0,1342,0,0,2,0,3,1,7,1,2,457,0,0,0,0,197,0,0,2009,42,42,42
"348",160,70.0499583680267,2117,513,420,0,336,756,756,756,0,1512,0,0,2,1,2,1,4,1,2,440,0,32,0,0,0,0,0,2007,7,7,7
"349",20,78,7800,200,540,0,728,1268,1268,0,0,1268,0,0,1,0,2,1,7,1,1,244,0,98,0,0,0,0,0,2010,56,56,56
"350",20,43,12118,108,0,0,1710,1710,1710,0,0,1710,0,0,2,0,3,1,7,1,2,550,100,48,0,0,180,0,0,2009,5,5,4
"351",60,80,10000,438,1079,0,141,1220,1220,870,0,2090,1,0,2,1,3,1,8,1,2,556,0,65,0,0,0,0,0,2007,12,12,11
"352",20,73,7100,0,708,0,108,816,816,0,0,816,1,0,1,0,2,1,5,0,1,308,0,0,0,0,0,0,0,2006,49,49,49
"353",60,100,10839,0,0,0,926,926,926,678,0,1604,0,0,2,1,3,1,7,1,2,470,0,36,0,0,0,0,0,2008,11,11,10
"354",20,110,14230,640,0,0,1566,1566,1600,0,0,1600,0,0,2,0,3,1,7,1,3,890,0,56,0,0,0,0,0,2009,2,2,2
"355",60,75,7950,140,535,0,155,690,698,728,0,1426,0,0,1,1,3,1,6,0,2,440,252,0,0,0,0,0,0,2009,32,32,32
"356",60,51,8029,0,0,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,0,2,400,100,24,0,0,0,0,0,2008,3,3,3
"357",20,70.0499583680267,16381,312,1110,0,734,1844,1844,0,0,1844,1,0,2,0,3,1,7,1,2,540,0,73,216,0,0,0,0,2006,37,37,37
"358",20,68,7922,0,731,0,326,1057,1057,0,0,1057,1,0,1,0,3,1,5,0,1,246,0,52,0,0,0,0,0,2010,57,57,3
"359",75,70.0499583680267,11888,0,0,0,844,844,1445,689,0,2134,0,0,2,0,5,1,10,0,2,441,0,60,268,0,0,0,0,2009,79,93,15
"360",20,70,7945,0,179,506,465,1150,1150,0,0,1150,1,0,1,0,3,1,6,0,1,300,0,0,0,0,0,0,0,2006,47,47,47
"361",120,59,8198,146,720,0,638,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,2,484,192,30,0,0,0,0,0,2008,4,4,4
"362",160,30,3180,0,0,0,600,600,520,600,80,1200,0,0,2,1,2,1,4,0,2,480,0,166,0,0,0,0,0,2006,1,1,1
"363",50,55,7642,0,0,0,912,912,912,514,0,1426,0,0,1,1,3,1,7,1,1,216,0,240,0,0,0,0,0,2007,82,89,9
