MSZoning,Street,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,GarageType,SaleType,SaleCondition,Alley,Fence,MiscFeature
RM,Pave,Lvl,Inside,Sawyer,RRAe,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Detchd,ConLI,Abnorml,NA,NA,NA
RM,Pave,Lvl,Inside,Edwards,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Detchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Corner,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,BuiltIn,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,NA,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Attchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,CulDSac,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,GdWo,NA
RL,Pave,Lvl,Inside,ClearCr,Norm,Norm,1Fam,1Story,Flat,CompShg,BrkFace,Plywood,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Detchd,WD,Family,NA,NA,NA
RL,Pave,Lvl,Corner,Edwards,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,Grav,NA,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,BuiltIn,New,Partial,NA,NA,NA
FV,Pave,Lvl,Corner,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,GdWo,NA
RL,Pave,HLS,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,CulDSac,Veenker,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,BuiltIn,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,NA,WD,Normal,NA,MnPrv,NA
RM,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Detchd,WD,Normal,Pave,NA,NA
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,NA,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,ClearCr,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Attchd,COD,Normal,NA,GdWo,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,Timber,Norm,Norm,1Fam,1Story,Hip,WdShake,Plywood,Plywood,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,OldTown,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,Stone,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,BrkCmn,CBlock,GasA,Attchd,COD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,Plywood,Stone,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,CBlock,GasA,Attchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Corner,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,CulDSac,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,BrkTil,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Edwards,Artery,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,MnPrv,NA
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,BrkSide,RRAn,Feedr,1Fam,1.5Fin,Gable,CompShg,AsbShng,Plywood,None,PConc,GasA,Attchd,WD,Normal,NA,MnPrv,NA
RM,Pave,Lvl,Inside,OldTown,Artery,Norm,1Fam,2.5Fin,Gable,WdShngl,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Detchd,WD,Normal,NA,GdPrv,NA
RL,Pave,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Attchd,WD,Normal,NA,GdPrv,NA
RL,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Detchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Bnk,Inside,SawyerW,Feedr,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,Plywood,Stone,CBlock,GasA,Detchd,WD,Alloca,NA,NA,NA
RL,Pave,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Bnk,Inside,Crawfor,Norm,Norm,1Fam,2Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,CulDSac,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,Edwards,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,FR2,NPkVill,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Corner,NAmes,Artery,Norm,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,PConc,GasA,Detchd,WD,Abnorml,NA,GdPrv,NA
RM,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,2.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,NA,WD,Abnorml,NA,MnPrv,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Detchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Corner,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Attchd,COD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,CBlock,GasA,Detchd,WD,Normal,Grvl,MnWw,NA
RL,Pave,Lvl,Corner,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,CulDSac,Sawyer,RRAe,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Attchd,WD,Normal,NA,GdWo,NA
RL,Pave,Low,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,Stone,CBlock,GasA,Attchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Stucco,Stucco,None,CBlock,GasA,NA,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,FR2,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,MnPrv,Shed
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Detchd,WD,Family,Grvl,NA,NA
RL,Pave,Lvl,Corner,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,BuiltIn,ConLI,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NWAmes,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Attchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,FR2,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Detchd,WD,Abnorml,NA,NA,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Detchd,COD,Abnorml,NA,NA,NA
RL,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Abnorml,NA,NA,NA
RM,Pave,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,FR2,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Detchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Attchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,NA,PConc,GasA,BuiltIn,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,FR2,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,CulDSac,SawyerW,RRNe,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Detchd,WD,Normal,NA,MnPrv,NA
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,NA,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,SawyerW,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,AsbShng,AsbShng,None,Stone,GasA,Detchd,WD,Normal,Grvl,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,BrkFace,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Low,CulDSac,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,CBlock,GasA,Attchd,WD,Normal,NA,NA,Shed
RL,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,None,CBlock,GasA,NA,WD,Normal,NA,GdWo,Shed
RM,Pave,HLS,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,WD,Family,NA,NA,NA
RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Attchd,CWD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,BuiltIn,WD,Normal,NA,NA,NA
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,WD,Abnorml,NA,NA,NA
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,PConc,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,NAmes,Artery,Norm,1Fam,SLvl,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,GdWo,NA
RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,BuiltIn,New,Partial,NA,NA,NA
RL,Pave,Lvl,Corner,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,Plywood,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,GdWo,NA
RM,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Detchd,WD,Normal,NA,NA,NA
RM,Pave,Bnk,Inside,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Detchd,WD,Normal,Grvl,NA,NA
RL,Pave,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,GdPrv,NA
RL,Pave,HLS,FR2,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Bnk,Inside,SWISU,Norm,Norm,1Fam,2.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Detchd,WD,Normal,NA,NA,NA
RM,Pave,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,GdPrv,NA
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Low,CulDSac,ClearCr,Norm,Norm,1Fam,1Story,Flat,Membran,Plywood,Plywood,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,CBlock,GasA,Attchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Corner,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,ImStucc,None,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasW,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Corner,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Detchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,ClearCr,Norm,Norm,1Fam,2Story,Hip,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Attchd,WD,Normal,NA,NA,NA
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,New,Partial,Pave,NA,NA
RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,Twnhs,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,ConLw,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Somerst,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Attchd,New,Partial,NA,NA,NA
RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,ImStucc,None,PConc,GasA,Attchd,WD,Normal,NA,NA,NA
FV,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Detchd,New,Partial,Pave,NA,NA
RL,Pave,Bnk,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Attchd,WD,Normal,NA,GdPrv,NA
RL,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,NA,WD,Normal,NA,NA,NA
RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Detchd,WD,Normal,NA,MnPrv,NA
RL,Pave,Lvl,Inside,BrkSide,RRAn,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Detchd,WD,Normal,NA,NA,NA
